id_pedido,data_compra,regiao_destino,categoria,valor_venda,custo_produto,custo_frete,peso_kg,data_previsao_entrega,data_entrega_real,status_pedido,receita_liquida,lucro_bruto,margem_lucro_pct,custo_frete_por_kg,dias_prazo_prometido,dias_transito_real,cumpriram_sla,status_sla_detalhado
PED-10599,2026-03-27,Sudeste,Vestuário,300.7,138.24,68.05,17.72,2026-04-04,,Cancelado,162.45999999999998,94.40999999999998,31.4,3.84,8,,0,Cancelado
PED-10600,2026-03-29,Nordeste,Alimentos,786.72,411.72,109.73,35.35,2026-04-10,,Cancelado,375.0,265.27,33.72,3.1,12,,0,Cancelado
PED-10601,2026-01-04,Sul,Vestuário,2810.47,1327.94,37.23,3.87,2026-01-11,2026-01-15,Entregue,1482.5299999999997,1445.2999999999997,51.43,9.62,7,11.0,0,Entregue com Atraso
PED-10602,2026-03-09,Centro-Oeste,Vestuário,2273.47,1034.11,36.54,12.0,2026-03-11,2026-03-10,Entregue,1239.36,1202.82,52.91,3.04,2,1.0,1,Entregue no Prazo
PED-10603,2026-02-21,Norte,Vestuário,3038.5,1620.3,57.82,7.28,2026-02-25,2026-03-01,Entregue,1418.2,1360.38,44.77,7.94,4,8.0,0,Entregue com Atraso
PED-10604,2026-01-13,Nordeste,Eletrônicos,2335.0,1361.08,149.33,45.8,2026-01-15,2026-01-19,Entregue,973.9200000000001,824.59,35.31,3.26,2,6.0,0,Entregue com Atraso
PED-10605,2026-02-04,Sul,Ferramentas,1838.07,1133.47,38.9,9.12,2026-02-15,2026-02-15,Entregue,704.5999999999999,665.6999999999999,36.22,4.27,11,11.0,1,Entregue no Prazo
PED-10606,2026-03-16,Centro-Oeste,Ferramentas,1120.31,509.21,93.32,25.45,2026-03-26,2026-03-25,Entregue,611.0999999999999,517.78,46.22,3.67,10,9.0,1,Entregue no Prazo
PED-10607,2026-02-08,Nordeste,Ferramentas,3043.57,1863.54,38.27,5.76,2026-02-15,2026-02-16,Entregue,1180.0300000000002,1141.7600000000002,37.51,6.64,7,8.0,0,Entregue com Atraso
PED-10608,2026-04-23,Centro-Oeste,Ferramentas,2688.48,1289.58,98.33,40.44,2026-04-29,2026-04-30,Entregue,1398.9,1300.5700000000002,48.38,2.43,6,7.0,0,Entregue com Atraso
PED-10609,2026-03-05,Sudeste,Móveis,1540.44,1077.87,67.7,11.41,2026-03-12,2026-03-11,Entregue,462.57000000000016,394.8700000000002,25.63,5.93,7,6.0,1,Entregue no Prazo
PED-10610,2026-06-18,Sul,Ferramentas,2290.97,1512.96,97.31026315789474,41.5,2026-06-27,,Cancelado,778.0099999999998,680.699736842105,29.71,2.34,9,,0,Cancelado
PED-10611,2026-06-04,Sudeste,Móveis,3152.97,1387.5,102.86,19.64,2026-06-17,2026-06-17,Entregue,1765.4699999999998,1662.61,52.73,5.24,13,13.0,1,Entregue no Prazo
PED-10612,2026-04-05,Sul,Eletrônicos,3266.6,2147.67,51.64,8.94,2026-04-13,,Em Transito,1118.9299999999998,1067.2899999999997,32.67,5.78,8,,0,Em Trânsito
PED-10613,2026-01-29,Norte,Vestuário,135.02,82.23,167.27,36.4,2026-02-04,2026-02-04,Entregue,52.790000000000006,-114.48,-84.79,4.6,6,6.0,1,Entregue no Prazo
PED-10614,2026-07-12,Sul,Vestuário,2293.15,1593.15,91.18,45.64,2026-07-19,,Em Transito,700.0,608.8199999999999,26.55,2.0,7,,0,Em Trânsito
PED-10615,2026-05-06,Norte,Ferramentas,1634.74,680.92,109.39,21.63,2026-05-19,,Cancelado,953.82,844.4300000000001,51.66,5.06,13,,0,Cancelado
PED-10616,2026-06-13,Centro-Oeste,Eletrônicos,1216.9,820.39,195.36,49.06,2026-06-19,2026-06-19,Entregue,396.5100000000001,201.1500000000001,16.53,3.98,6,6.0,1,Entregue no Prazo
PED-10617,2026-01-26,Centro-Oeste,Vestuário,403.73,162.94,55.18,7.41,2026-02-09,2026-02-09,Entregue,240.79000000000002,185.61,45.97,7.45,14,14.0,1,Entregue no Prazo
PED-10618,2026-03-31,Sudeste,Vestuário,523.43,356.61,79.67,17.92,2026-04-02,,Cancelado,166.81999999999994,87.14999999999993,16.65,4.45,2,,0,Cancelado
PED-10619,2026-07-19,Sul,Ferramentas,2672.12,1107.94,100.1,42.26,2026-07-22,2026-07-28,Entregue,1564.1799999999998,1464.08,54.79,2.37,3,9.0,0,Entregue com Atraso
PED-10620,2026-01-29,Norte,Alimentos,703.58,366.1,84.6,47.42,2026-02-08,,Cancelado,337.48,252.88000000000002,35.94,1.78,10,,0,Cancelado
PED-10621,2026-06-15,Centro-Oeste,Eletrônicos,1917.7,930.5,140.24,49.74,2026-06-29,2026-06-29,Entregue,987.2,846.96,44.17,2.82,14,14.0,1,Entregue no Prazo
PED-10622,2026-03-13,Centro-Oeste,Ferramentas,3131.24,1900.12,77.36,14.55,2026-03-24,2026-03-30,Entregue,1231.12,1153.76,36.85,5.32,11,17.0,0,Entregue com Atraso
PED-10623,2026-03-28,Sudeste,Móveis,685.15,295.78,167.48,40.74,2026-04-11,2026-04-12,Entregue,389.37,221.89000000000001,32.39,4.11,14,15.0,0,Entregue com Atraso
PED-10624,2026-03-23,Sudeste,Alimentos,2371.27,1302.23,145.28,47.54,2026-03-28,2026-03-26,Entregue,1069.04,923.76,38.96,3.06,5,3.0,1,Entregue no Prazo
PED-10625,2026-04-26,Centro-Oeste,Eletrônicos,624.44,383.2,34.81,9.21,2026-05-03,,Em Transito,241.24000000000007,206.43000000000006,33.06,3.78,7,,0,Em Trânsito
PED-10626,2026-01-24,Sudeste,Vestuário,3417.5,1594.9,36.88,10.8,2026-02-05,2026-02-05,Entregue,1822.6,1785.7199999999998,52.25,3.41,12,12.0,1,Entregue no Prazo
PED-10627,2026-01-11,Nordeste,Móveis,1117.65,597.26,119.7,20.57,2026-01-22,2026-01-21,Entregue,520.3900000000001,400.6900000000001,35.85,5.82,11,10.0,1,Entregue no Prazo
PED-10628,2026-06-27,Sul,Vestuário,943.42,626.08,43.13,10.24,2026-06-30,2026-07-02,Entregue,317.3399999999999,274.2099999999999,29.07,4.21,3,5.0,0,Entregue com Atraso
PED-10629,2026-04-27,Norte,Alimentos,1847.06,998.74,19.86,4.02,2026-05-04,,Em Transito,848.3199999999999,828.4599999999999,44.85,4.94,7,,0,Em Trânsito
PED-10630,2026-02-27,Sul,Eletrônicos,419.92,221.32,112.92,22.89,2026-03-13,,Em Transito,198.60000000000002,85.68000000000002,20.4,4.93,14,,0,Em Trânsito
PED-10631,2026-03-09,Norte,Alimentos,2884.08,1459.98,82.12,32.96,2026-03-16,2026-03-16,Entregue,1424.1,1341.98,46.53,2.49,7,7.0,1,Entregue no Prazo
PED-10632,2026-02-16,Centro-Oeste,Móveis,1621.71,1082.15,68.96,28.69,2026-02-26,2026-02-26,Entregue,539.56,470.59999999999997,29.02,2.4,10,10.0,1,Entregue no Prazo
PED-10633,2026-05-22,Sul,Eletrônicos,3450.32,2090.91,54.41,12.56,2026-05-27,2026-05-27,Entregue,1359.4100000000003,1305.0000000000002,37.82,4.33,5,5.0,1,Entregue no Prazo
PED-10634,2026-03-23,Norte,Alimentos,1737.87,808.67,33.88,4.38,2026-03-29,2026-03-27,Entregue,929.1999999999999,895.3199999999999,51.52,7.74,6,4.0,1,Entregue no Prazo
PED-10635,2026-06-26,Nordeste,Alimentos,282.13,135.54,128.08,45.65,2026-07-10,2026-07-16,Entregue,146.59,18.50999999999999,6.56,2.81,14,20.0,0,Entregue com Atraso
PED-10636,2026-06-06,Centro-Oeste,Alimentos,2212.3,981.88,182.8,41.24,2026-06-18,2026-06-18,Entregue,1230.42,1047.6200000000001,47.35,4.43,12,12.0,1,Entregue no Prazo
PED-10637,2026-04-12,Centro-Oeste,Móveis,3188.0,1533.07,89.34,41.07,2026-04-22,2026-04-23,Entregue,1654.93,1565.5900000000001,49.11,2.18,10,11.0,0,Entregue com Atraso
PED-10638,2026-04-07,Norte,Alimentos,3209.56,1768.03,205.96,39.86,2026-04-14,,Cancelado,1441.53,1235.57,38.5,5.17,7,,0,Cancelado
PED-10639,2026-02-01,Nordeste,Vestuário,395.53,190.45,89.02,40.89,2026-02-11,,Cancelado,205.07999999999998,116.05999999999999,29.34,2.18,10,,0,Cancelado
PED-10640,2026-03-03,Sul,Alimentos,1485.76,668.53,95.48,49.32,2026-03-11,2026-03-10,Entregue,817.23,721.75,48.58,1.94,8,7.0,1,Entregue no Prazo
PED-10641,2026-03-05,Norte,Móveis,890.79,438.06,111.08,24.42,2026-03-16,,Em Transito,452.72999999999996,341.65,38.35,4.55,11,,0,Em Trânsito
PED-10642,2026-05-07,Nordeste,Móveis,2248.69,947.17,80.12,18.4,2026-05-15,2026-05-15,Entregue,1301.52,1221.4,54.32,4.35,8,8.0,1,Entregue no Prazo
PED-10643,2026-02-22,Sul,Alimentos,2104.18,1401.34,101.26,20.84,2026-02-25,2026-02-27,Entregue,702.8399999999999,601.5799999999999,28.59,4.86,3,5.0,0,Entregue com Atraso
PED-10644,2026-04-10,Norte,Alimentos,3063.69,1442.82,64.56,10.97,2026-04-24,,Em Transito,1620.8700000000001,1556.3100000000002,50.8,5.89,14,,0,Em Trânsito
PED-10645,2026-04-21,Nordeste,Vestuário,2987.96,1969.47,112.15,20.64,2026-04-30,2026-05-02,Entregue,1018.49,906.34,30.33,5.43,9,11.0,0,Entregue com Atraso
PED-10646,2026-01-27,Sul,Móveis,75.75,39.91,147.89,36.04,2026-01-31,,Cancelado,35.84,-112.04999999999998,-147.92,4.1,4,,0,Cancelado
PED-10647,2026-01-23,Sudeste,Alimentos,1263.43,672.21,36.28,3.93,2026-01-25,2026-01-25,Entregue,591.22,554.94,43.92,9.23,2,2.0,1,Entregue no Prazo
PED-10648,2026-06-10,Sul,Eletrônicos,1733.26,799.51,75.48,31.53,2026-06-24,2026-06-22,Entregue,933.75,858.27,49.52,2.39,14,12.0,1,Entregue no Prazo
PED-10649,2026-05-14,Sudeste,Móveis,2529.51,1456.67,68.56,24.87,2026-05-25,2026-05-27,Entregue,1072.8400000000001,1004.2800000000002,39.7,2.76,11,13.0,0,Entregue com Atraso
PED-10650,2026-05-30,Sudeste,Alimentos,2228.83,1254.57,42.18,6.9,2026-06-07,2026-06-13,Entregue,974.26,932.08,41.82,6.11,8,14.0,0,Entregue com Atraso
PED-10651,2026-07-02,Sul,Eletrônicos,617.75,322.4,104.62,46.37,2026-07-06,2026-07-05,Entregue,295.35,190.73000000000002,30.87,2.26,4,3.0,1,Entregue no Prazo
PED-10652,2026-04-30,Sul,Eletrônicos,2516.4,1331.06,84.63,15.67,2026-05-13,,Cancelado,1185.3400000000001,1100.71,43.74,5.4,13,,0,Cancelado
PED-10653,2026-07-15,Centro-Oeste,Eletrônicos,2373.3,1386.84,88.46,44.68,2026-07-29,2026-07-28,Entregue,986.4600000000003,898.0000000000002,37.84,1.98,14,13.0,1,Entregue no Prazo
PED-10654,2026-01-24,Sul,Alimentos,3486.18,2231.72,118.32,42.36,2026-01-31,,Em Transito,1254.46,1136.14,32.59,2.79,7,,0,Em Trânsito
PED-10655,2026-03-15,Nordeste,Vestuário,1217.85,489.73,142.74,34.17,2026-03-19,2026-03-19,Entregue,728.1199999999999,585.3799999999999,48.07,4.18,4,4.0,1,Entregue no Prazo
PED-10656,2026-02-17,Nordeste,Ferramentas,2197.79,1082.8,91.75,18.75,2026-02-25,,Cancelado,1114.99,1023.24,46.56,4.89,8,,0,Cancelado
PED-10657,2026-04-16,Sul,Alimentos,1719.38,1150.71,123.8,45.43,2026-04-25,2026-04-25,Entregue,568.6700000000001,444.87000000000006,25.87,2.73,9,9.0,1,Entregue no Prazo
PED-10658,2026-07-13,Centro-Oeste,Eletrônicos,3296.02,1499.25,108.56,28.59,2026-07-16,2026-07-18,Entregue,1796.77,1688.21,51.22,3.8,3,5.0,0,Entregue com Atraso
PED-10659,2026-07-07,Sul,Eletrônicos,98.35,56.07,195.37,46.65,2026-07-15,,Cancelado,42.279999999999994,-153.09,-155.66,4.19,8,,0,Cancelado
PED-10660,2026-06-22,Centro-Oeste,Ferramentas,2512.29,1621.54,146.97,33.53,2026-07-02,2026-07-08,Entregue,890.75,743.78,29.61,4.38,10,16.0,0,Entregue com Atraso
PED-10661,2026-03-08,Nordeste,Eletrônicos,644.73,426.63,131.04,30.85,2026-03-18,2026-03-18,Entregue,218.10000000000002,87.06000000000003,13.5,4.25,10,10.0,1,Entregue no Prazo
PED-10662,2026-01-22,Centro-Oeste,Eletrônicos,2822.74,1821.65,173.33,48.96,2026-01-28,2026-02-01,Entregue,1001.0899999999997,827.7599999999996,29.32,3.54,6,10.0,0,Entregue com Atraso
PED-10663,2026-01-16,Sudeste,Alimentos,1492.05,978.76,105.3,42.88,2026-01-25,,Em Transito,513.29,407.98999999999995,27.34,2.46,9,,0,Em Trânsito
PED-10664,2026-05-08,Sudeste,Ferramentas,3364.86,2257.35,101.5,34.99,2026-05-10,,Cancelado,1107.5100000000002,1006.0100000000002,29.9,2.9,2,,0,Cancelado
PED-10665,2026-01-24,Sudeste,Eletrônicos,1378.62,724.28,34.78,2.7,2026-02-01,2026-01-31,Entregue,654.3399999999999,619.56,44.94,12.88,8,7.0,1,Entregue no Prazo
PED-10666,2026-03-20,Nordeste,Eletrônicos,2860.46,1947.54,110.26,25.92,2026-03-22,2026-03-22,Entregue,912.9200000000001,802.6600000000001,28.06,4.25,2,2.0,1,Entregue no Prazo
PED-10667,2026-07-03,Centro-Oeste,Móveis,1741.58,1139.06,203.9,41.68,2026-07-06,2026-07-04,Entregue,602.52,398.62,22.89,4.89,3,1.0,1,Entregue no Prazo
PED-10668,2026-01-19,Sul,Vestuário,2135.78,1192.47,138.23,28.09,2026-01-30,2026-02-03,Entregue,943.3100000000002,805.0800000000002,37.69,4.92,11,15.0,0,Entregue com Atraso
PED-10669,2026-07-08,Centro-Oeste,Eletrônicos,171.3,85.13,89.16,27.43,2026-07-17,,Em Transito,86.17000000000002,-2.9899999999999807,-1.75,3.25,9,,0,Em Trânsito
PED-10670,2026-06-20,Norte,Eletrônicos,686.3,376.95,61.79,14.16,2026-06-30,2026-07-06,Entregue,309.34999999999997,247.55999999999997,36.07,4.36,10,16.0,0,Entregue com Atraso
PED-10671,2026-01-03,Norte,Eletrônicos,2543.55,1738.75,123.63,45.9,2026-01-17,2026-01-23,Entregue,804.8000000000002,681.1700000000002,26.78,2.69,14,20.0,0,Entregue com Atraso
PED-10672,2026-02-15,Sudeste,Vestuário,3175.4,1390.8,30.23,9.34,2026-02-24,,Em Transito,1784.6000000000001,1754.3700000000001,55.25,3.24,9,,0,Em Trânsito
PED-10673,2026-04-19,Sul,Eletrônicos,1159.29,475.77,53.42,6.8,2026-04-25,2026-05-01,Entregue,683.52,630.1,54.35,7.86,6,12.0,0,Entregue com Atraso
PED-10674,2026-05-28,Sudeste,Vestuário,747.18,323.55,75.01,19.48,2026-06-09,2026-06-11,Entregue,423.62999999999994,348.61999999999995,46.66,3.85,12,14.0,0,Entregue com Atraso
PED-10675,2026-05-20,Sul,Ferramentas,742.46,493.03,36.55,10.15,2026-06-02,2026-06-02,Entregue,249.43000000000006,212.88000000000005,28.67,3.6,13,13.0,1,Entregue no Prazo
PED-10676,2026-02-19,Sul,Móveis,1888.32,1022.33,116.09,49.06,2026-02-28,,Cancelado,865.9899999999999,749.8999999999999,39.71,2.37,9,,0,Cancelado
PED-10677,2026-02-19,Sudeste,Vestuário,3477.84,1573.6,88.96188596491228,33.8,2026-02-23,,Cancelado,1904.2400000000002,1815.278114035088,52.2,2.63,4,,0,Cancelado
PED-10678,2026-03-16,Nordeste,Ferramentas,2622.42,1832.25,153.13,33.45,2026-03-22,,Em Transito,790.1700000000001,637.0400000000001,24.29,4.58,6,,0,Em Trânsito
PED-10679,2026-05-31,Centro-Oeste,Ferramentas,928.59,507.65,87.34,20.67,2026-06-04,2026-06-04,Entregue,420.94000000000005,333.6,35.93,4.23,4,4.0,1,Entregue no Prazo
PED-10680,2026-07-19,Sul,Eletrônicos,238.06,154.96,99.71,25.84,2026-07-26,2026-07-26,Entregue,83.1,-16.61,-6.98,3.86,7,7.0,1,Entregue no Prazo
PED-10681,2026-05-23,Centro-Oeste,Eletrônicos,1771.92,767.32,50.63,19.78,2026-05-25,2026-05-29,Entregue,1004.6,953.97,53.84,2.56,2,6.0,0,Entregue com Atraso
PED-10682,2026-04-30,Sudeste,Vestuário,2253.42,996.85,184.36,46.07,2026-05-13,2026-05-17,Entregue,1256.5700000000002,1072.21,47.58,4.0,13,17.0,0,Entregue com Atraso
PED-10683,2026-06-11,Sul,Móveis,361.95,247.7,74.93,13.3,2026-06-14,2026-06-18,Entregue,114.25,39.31999999999999,10.86,5.63,3,7.0,0,Entregue com Atraso
PED-10684,2026-02-22,Norte,Vestuário,3264.22,1408.35,70.09,13.76,2026-03-03,2026-03-09,Entregue,1855.87,1785.78,54.71,5.09,9,15.0,0,Entregue com Atraso
PED-10685,2026-06-17,Norte,Alimentos,212.93,96.44,182.96,47.82,2026-06-28,2026-07-04,Entregue,116.49000000000001,-66.47,-31.22,3.83,11,17.0,0,Entregue com Atraso
PED-10686,2026-03-08,Norte,Móveis,3403.67,1523.99,103.8,18.03,2026-03-17,2026-03-19,Entregue,1879.68,1775.88,52.18,5.76,9,11.0,0,Entregue com Atraso
PED-10687,2026-04-20,Sudeste,Móveis,2565.78,1411.4,106.33,21.05,2026-04-30,,Cancelado,1154.38,1048.0500000000002,40.85,5.05,10,,0,Cancelado
PED-10688,2026-04-18,Nordeste,Vestuário,3126.96,1520.17,75.05,16.72,2026-04-29,,Em Transito,1606.79,1531.74,48.98,4.49,11,,0,Em Trânsito
PED-10689,2026-05-03,Nordeste,Móveis,1681.82,934.93,43.68,9.93,2026-05-06,2026-05-05,Entregue,746.89,703.21,41.81,4.4,3,2.0,1,Entregue no Prazo
PED-10690,2026-06-17,Norte,Ferramentas,3296.04,1981.78,171.91,33.39,2026-07-01,2026-06-30,Entregue,1314.26,1142.35,34.66,5.15,14,13.0,1,Entregue no Prazo
PED-10691,2026-07-07,Nordeste,Alimentos,1917.15,1229.2,75.9,25.69,2026-07-09,2026-07-09,Entregue,687.95,612.0500000000001,31.92,2.95,2,2.0,1,Entregue no Prazo
PED-10692,2026-07-16,Nordeste,Eletrônicos,343.75,168.74,191.26,37.36,2026-07-19,,Cancelado,175.01,-16.25,-4.73,5.12,3,,0,Cancelado
PED-10693,2026-03-08,Norte,Móveis,1124.72,714.06,65.93,22.41,2026-03-20,2026-03-18,Entregue,410.6600000000001,344.7300000000001,30.65,2.94,12,10.0,1,Entregue no Prazo
PED-10694,2026-06-14,Sul,Alimentos,1317.32,734.78,165.73,40.54,2026-06-16,2026-06-16,Entregue,582.54,416.80999999999995,31.64,4.09,2,2.0,1,Entregue no Prazo
PED-10695,2026-02-02,Norte,Eletrônicos,2546.19,1459.36,95.54,32.56,2026-02-13,2026-02-19,Entregue,1086.8300000000002,991.2900000000002,38.93,2.93,11,17.0,0,Entregue com Atraso
PED-10696,2026-02-15,Sudeste,Eletrônicos,3330.07,1740.33,122.43,23.6,2026-02-25,2026-02-23,Entregue,1589.7400000000002,1467.3100000000002,44.06,5.19,10,8.0,1,Entregue no Prazo
PED-10697,2026-06-13,Centro-Oeste,Móveis,375.67,164.44,111.56,21.01,2026-06-20,,Em Transito,211.23000000000002,99.67000000000002,26.53,5.31,7,,0,Em Trânsito
PED-10698,2026-02-04,Centro-Oeste,Alimentos,2295.85,1486.23,115.96,21.18,2026-02-12,,Cancelado,809.6199999999999,693.6599999999999,30.21,5.47,8,,0,Cancelado
PED-10699,2026-04-03,Sul,Alimentos,84.89,37.75,181.94,38.91,2026-04-14,2026-04-20,Entregue,47.14,-134.8,-158.79,4.68,11,17.0,0,Entregue com Atraso
PED-10700,2026-04-29,Norte,Eletrônicos,1656.75,782.11,98.15,23.76,2026-05-13,2026-05-17,Entregue,874.64,776.49,46.87,4.13,14,18.0,0,Entregue com Atraso
PED-10701,2026-05-20,Centro-Oeste,Eletrônicos,714.78,415.94,145.99,34.03,2026-05-30,,Cancelado,298.84,152.84999999999997,21.38,4.29,10,,0,Cancelado
PED-10702,2026-05-02,Sul,Ferramentas,649.17,394.08,97.23,32.46,2026-05-10,2026-05-12,Entregue,255.08999999999997,157.85999999999996,24.32,3.0,8,10.0,0,Entregue com Atraso
PED-10703,2026-05-06,Nordeste,Alimentos,2638.05,1603.99,225.35,49.54,2026-05-18,,Em Transito,1034.0600000000002,808.7100000000002,30.66,4.55,12,,0,Em Trânsito
PED-10704,2026-05-03,Centro-Oeste,Móveis,3063.1,1280.16,131.64,44.49,2026-05-12,,Cancelado,1782.9399999999998,1651.2999999999997,53.91,2.96,9,,0,Cancelado
PED-10705,2026-06-08,Norte,Alimentos,3005.17,1559.13,64.33,10.36,2026-06-19,,Em Transito,1446.04,1381.71,45.98,6.21,11,,0,Em Trânsito
PED-10706,2026-01-06,Sudeste,Alimentos,1655.21,691.0,83.88,13.48,2026-01-13,2026-01-13,Entregue,964.21,880.33,53.19,6.22,7,7.0,1,Entregue no Prazo
PED-10707,2026-04-06,Sudeste,Alimentos,2539.0,1732.57,190.03,44.14,2026-04-19,,Cancelado,806.4300000000001,616.4000000000001,24.28,4.31,13,,0,Cancelado
PED-10708,2026-05-13,Nordeste,Móveis,485.17,271.14,43.97,13.81,2026-05-22,2026-05-22,Entregue,214.03000000000003,170.06000000000003,35.05,3.18,9,9.0,1,Entregue no Prazo
PED-10709,2026-06-27,Sudeste,Vestuário,2197.2,1162.97,84.89,14.76,2026-07-10,2026-07-09,Entregue,1034.2299999999998,949.3399999999998,43.21,5.75,13,12.0,1,Entregue no Prazo
PED-10710,2026-03-03,Nordeste,Ferramentas,1449.71,597.75,102.37,17.69,2026-03-16,,Em Transito,851.96,749.59,51.71,5.79,13,,0,Em Trânsito
PED-10711,2026-04-09,Norte,Móveis,2989.29,1515.52,63.84,13.44,2026-04-11,,Em Transito,1473.77,1409.93,47.17,4.75,2,,0,Em Trânsito
PED-10712,2026-01-11,Sul,Eletrônicos,2513.15,1702.4,70.93,26.1,2026-01-20,,Em Transito,810.75,739.8199999999999,29.44,2.72,9,,0,Em Trânsito
PED-10713,2026-03-23,Centro-Oeste,Vestuário,1450.05,1002.18,34.55,6.06,2026-03-26,,Em Transito,447.87,413.32,28.5,5.7,3,,0,Em Trânsito
PED-10714,2026-06-26,Nordeste,Alimentos,277.0,169.47,62.62,12.29,2026-06-28,,Em Transito,107.53,44.910000000000004,16.21,5.1,2,,0,Em Trânsito
PED-10715,2026-02-24,Nordeste,Móveis,2742.63,1262.58,33.98,4.46,2026-03-07,2026-03-13,Entregue,1480.0500000000002,1446.0700000000002,52.73,7.62,11,17.0,0,Entregue com Atraso
PED-10716,2026-07-04,Centro-Oeste,Vestuário,2406.96,1000.57,96.67,39.25,2026-07-17,2026-07-19,Entregue,1406.3899999999999,1309.7199999999998,54.41,2.46,13,15.0,0,Entregue com Atraso
PED-10717,2026-07-09,Centro-Oeste,Móveis,772.49,433.46,185.52,36.99,2026-07-14,2026-07-13,Entregue,339.03000000000003,153.51000000000002,19.87,5.02,5,4.0,1,Entregue no Prazo
PED-10718,2026-02-06,Nordeste,Ferramentas,135.62,88.23,86.85,18.59,2026-02-20,,Cancelado,47.39,-39.459999999999994,-29.1,4.67,14,,0,Cancelado
PED-10719,2026-07-17,Centro-Oeste,Móveis,310.17,147.36,145.01,33.63,2026-07-31,2026-08-02,Entregue,162.81,17.80000000000001,5.74,4.31,14,16.0,0,Entregue com Atraso
PED-10720,2026-03-11,Nordeste,Eletrônicos,3387.28,1627.86,88.07,24.99,2026-03-21,2026-03-19,Entregue,1759.4200000000003,1671.3500000000004,49.34,3.52,10,8.0,1,Entregue no Prazo
PED-10721,2026-04-02,Sul,Eletrônicos,1144.65,623.96,72.2,15.08,2026-04-06,2026-04-12,Entregue,520.69,448.49000000000007,39.18,4.79,4,10.0,0,Entregue com Atraso
PED-10722,2026-07-02,Centro-Oeste,Alimentos,3345.35,1579.16,72.07,16.51,2026-07-12,2026-07-14,Entregue,1766.1899999999998,1694.12,50.64,4.37,10,12.0,0,Entregue com Atraso
PED-10723,2026-01-06,Norte,Ferramentas,1982.4,1022.8,74.24,21.3,2026-01-14,,Em Transito,959.6000000000001,885.3600000000001,44.66,3.49,8,,0,Em Trânsito
PED-10724,2026-03-22,Centro-Oeste,Alimentos,1347.99,913.5,106.19,25.4,2026-03-26,2026-03-25,Entregue,434.49,328.3,24.35,4.18,4,3.0,1,Entregue no Prazo
PED-10725,2026-05-30,Nordeste,Vestuário,2530.62,1230.12,77.27,12.87,2026-06-09,2026-06-09,Entregue,1300.5,1223.23,48.34,6.0,10,10.0,1,Entregue no Prazo
PED-10726,2026-02-17,Norte,Alimentos,2703.42,1812.84,84.83,22.59,2026-02-23,2026-02-25,Entregue,890.5800000000002,805.7500000000001,29.8,3.76,6,8.0,0,Entregue com Atraso
PED-10727,2026-05-01,Sudeste,Móveis,941.45,607.78,210.29,45.03,2026-05-14,2026-05-16,Entregue,333.6700000000001,123.38000000000008,13.11,4.67,13,15.0,0,Entregue com Atraso
PED-10728,2026-02-06,Nordeste,Móveis,2563.3,1178.86,52.86,18.88,2026-02-17,2026-02-21,Entregue,1384.4400000000003,1331.5800000000004,51.95,2.8,11,15.0,0,Entregue com Atraso
PED-10729,2026-04-16,Nordeste,Alimentos,3405.78,1654.37,32.71,4.02,2026-04-29,2026-04-28,Entregue,1751.4100000000003,1718.7000000000003,50.46,8.14,13,12.0,1,Entregue no Prazo
PED-10730,2026-02-21,Nordeste,Ferramentas,1860.12,1100.84,49.26,17.23,2026-03-01,,Cancelado,759.28,710.02,38.17,2.86,8,,0,Cancelado
PED-10731,2026-01-15,Sul,Vestuário,1756.36,1173.99,64.3,13.75,2026-01-29,,Em Transito,582.3699999999999,518.0699999999999,29.5,4.68,14,,0,Em Trânsito
PED-10732,2026-02-26,Sudeste,Móveis,356.27,234.96,73.74,16.37,2026-03-07,2026-03-11,Entregue,121.30999999999997,47.56999999999998,13.35,4.5,9,13.0,0,Entregue com Atraso
PED-10733,2026-03-12,Sudeste,Ferramentas,1071.81,612.74,111.52,22.37,2026-03-15,,Cancelado,459.06999999999994,347.54999999999995,32.43,4.99,3,,0,Cancelado
PED-10734,2026-03-29,Norte,Alimentos,2618.33,1166.71,26.83,6.95,2026-03-31,,Em Transito,1451.62,1424.79,54.42,3.86,2,,0,Em Trânsito
PED-10735,2026-04-05,Centro-Oeste,Ferramentas,923.54,523.27,61.68,26.62,2026-04-07,2026-04-07,Entregue,400.27,338.59,36.66,2.32,2,2.0,1,Entregue no Prazo
PED-10736,2026-03-22,Sudeste,Móveis,1263.4,711.35,32.76,4.1,2026-04-03,2026-04-03,Entregue,552.0500000000001,519.2900000000001,41.1,7.99,12,12.0,1,Entregue no Prazo
PED-10737,2026-04-16,Sudeste,Eletrônicos,2020.68,1260.14,90.37,19.26,2026-04-26,2026-04-24,Entregue,760.54,670.17,33.17,4.69,10,8.0,1,Entregue no Prazo
PED-10738,2026-04-10,Norte,Ferramentas,389.99,183.15,109.49,35.59,2026-04-23,2026-04-25,Entregue,206.84,97.35000000000001,24.96,3.08,13,15.0,0,Entregue com Atraso
PED-10739,2026-05-06,Centro-Oeste,Eletrônicos,3109.6,2073.04,105.77,37.41,2026-05-20,2026-05-21,Entregue,1036.56,930.79,29.93,2.83,14,15.0,0,Entregue com Atraso
PED-10740,2026-06-10,Sudeste,Alimentos,64.17,25.88,97.96,21.12,2026-06-19,,Em Transito,38.290000000000006,-59.66999999999999,-92.99,4.64,9,,0,Em Trânsito
